-603,-203,-7709
-603,-203,-7709
-605,-215,-7667
-669,-221,-7703
-665,-243,-7699
-661,-227,-7701
-651,-217,-7681
-651,-217,-7681
-653,-209,-7745
-657,-211,-7731
-671,-237,-7769
-659,-243,-7719
-659,-243,-7719
-691,-203,-7753
-629,-233,-7753
-623,-243,-7793
-667,-255,-7729
-663,-191,-7683
-663,-191,-7683
-677,-227,-7633
7886,-1069,-179
7886,-1069,-179
7892,-1077,-203
7850,-1125,-181
7846,-1123,-167
7856,-1147,-147
7886,-1107,-133
7886,-1107,-133
7920,-1095,-65
7898,-1109,-71
7916,-1101,-163
7888,-1135,-143
7894,-1099,-125
7904,-1109,-147
7904,-1109,-147
7952,-1103,-155
7948,-1067,-141
7942,-1079,-141
7944,-1125,-83
7990,-1121,-59
7862,-1017,-103
7862,-1017,-103
7906,-991,-149
7924,-1005,-141
7932,-1047,-135
7920,-1037,-105
7916,-1045,-123
7916,-1045,-123
7948,-1043,-159
7904,-1017,-117
7934,-1091,-147
7990,-1047,-163
7980,-1043,-173
7980,-1043,-173
7968,-1061,-213
8020,-1055,-179
7962,-1035,-149
7962,-1077,-207
7980,-1091,-217
7980,-1091,-217
7962,-1081,-147
7946,-1077,-147
7946,-1061,-159
7984,-1063,-137
7940,-1057,-125
7892,-1063,-169
7892,-1063,-169
7918,-1059,-141
7870,-1067,-169
7876,-1025,-173
7852,-981,-199
7868,-987,-279
7876,-1035,-291
7876,-1035,-291
7862,-1033,-153
7884,-1011,-103
7882,-1015,-175
7818,-977,-163
7864,-1017,-127
7864,-1017,-127
7958,-1085,-247
7976,-1059,-175
7942,-1071,-219
7910,-1073,-223
7910,-1073,-223
7952,-1085,-233
7932,-1047,-129
7922,-1033,-127
7940,-1007,-127
7946,-1011,-157
7962,-1031,-187
7862,-995,-209
7832,-999,-171
7856,-993,-175
7816,-975,-169
7868,-1009,-221
7868,-1009,-221
7872,-1025,-209
7828,-997,-173
7854,-1055,-179
7794,-977,-161
7834,-1023,-151
7838,-997,-187
7838,-997,-187
7824,-977,-251
7830,-975,-229
7856,-979,-223
7866,-1069,-151
7868,-1065,-225
7868,-1065,-225
7878,-1041,-179
7874,-1013,-177
7892,-1031,-187
7880,-1093,-269
7880,-1093,-269
7874,-1065,-255
7886,-1051,-195
7872,-1081,-159
7924,-1033,-171
7900,-991,-169
7882,-1045,-201
7882,-1045,-201
7902,-1031,-197
7972,-1049,-201
7946,-1079,-201
7912,-1033,-155
7902,-1069,-215
7902,-1069,-215
7926,-1049,-235
7978,-1067,-185
7976,-999,-169
7934,-1037,-183
7924,-1021,-293
7924,-1021,-293
7964,-1079,-295
7912,-1075,-223
7892,-1067,-251
7860,-1077,-217
7860,-1137,-187
7860,-1137,-187
7858,-977,-221
7838,-1003,-215
7864,-981,-173
7898,-993,-137
7912,-1001,-77
7852,-1025,-103
7852,-1025,-103
7820,-1027,-101
7844,-1051,-119
7810,-1015,-211
7936,-1021,-125
7968,-1061,-103
7940,-1053,-155
7940,-1053,-155
7892,-1091,-99
7942,-1083,-117
7946,-1033,-121
7930,-1045,-209
7928,-1065,-177
7928,-1065,-177
7790,-1045,-125
7834,-1043,-163
7826,-1085,-159
7818,-1113,-161
7818,-1113,-161
7828,-1115,-145
7844,-1099,-71
7846,-1087,-85
7828,-1107,-145
7856,-1105,-227
7902,-1061,-141
7902,-1061,-141
7910,-1093,-133
7896,-1085,-133
7904,-1107,-173
7924,-1099,-149
7916,-1121,-133
7916,-1121,-133
7864,-1123,-103
7872,-1109,-131
7850,-1019,-191
7874,-1065,-169
7860,-1089,-159
7860,-1089,-159
7856,-1095,-145
7820,-1117,-155
7850,-1103,-137
7858,-1105,-133
7860,-1115,-61
7860,-1115,-61
7894,-1133,-69
7890,-1129,-119
7886,-1123,-119
7916,-1067,-89
7924,-1061,-123
7898,-1079,-115
7898,-1079,-115
7892,-1079,-159
7842,-1083,-81
7884,-1075,-163
7836,-1087,-87
7854,-1113,-67
7862,-1161,-135
7862,-1161,-135
7866,-1119,-147
7866,-1087,-107
7860,-1083,-105
7860,-1089,-101
7928,-1065,-111
7928,-1065,-111
7914,-1103,-107
7896,-1101,-85
7912,-1091,-79
7904,-1105,-157
7904,-1079,-141
7904,-1079,-141
7892,-1119,-109
7936,-1127,-119
7934,-1099,-123
7914,-1097,-225
7924,-1055,-89
7922,-1077,-53
7856,-1069,-107
7886,-1061,-159
7868,-1039,-133
7878,-1035,-91
7878,-1035,-91
7858,-1041,-87
7874,-1067,-15
7878,-1067,-79
7916,-1115,-133
7940,-1133,-41
7894,-1109,-17
7894,-1109,-17
7974,-1159,-79
8022,-1141,-61
8028,-1099,-41
7978,-1133,-33
8034,-1143,-85
8034,-1143,-85
7956,-1049,-147
7972,-1037,-129
7960,-1057,-75
7918,-1051,-33
7910,-1053,-101
7960,-1075,-93
7960,-1075,-93
8000,-1089,-131
7960,-1047,-87
8000,-1085,-123
7830,-1163,-57
7830,-1163,-57
7852,-1149,-39
7926,-1117,-67
7926,-1135,-55
7902,-1167,-131
7930,-1133,-93
7930,-1133,-93
7936,-1155,-125
7938,-1187,-95
7814,-1085,-111
7856,-1081,-81
7874,-1065,-91
7874,-1065,-91
7820,-1071,-113
7784,-1073,-131
7864,-1079,-175
7848,-1057,-171
7854,-1065,-169
7854,-1065,-169
7836,-1033,-135
7826,-993,-177
7844,-981,-117
7854,-1001,-87
7832,-1003,-145
7866,-1017,-149
7866,-1017,-149
7866,-1093,-159
7842,-1073,-79
7854,-1053,-33
7878,-1083,-179
7878,-1083,-179
7834,-1071,-187
7848,-1075,-187
7876,-1109,-151
7856,-1107,-179
7886,-1059,-191
7886,-1059,-191
7900,-1055,-103
7846,-1103,-97
7904,-1077,-113
7888,-1065,-117
7918,-1075,-95
7868,-1081,-163
7868,-1081,-163
7852,-1043,-145
7854,-1047,-155
7912,-1077,-145
7858,-1053,-121
7858,-1053,-121
7900,-1137,-123
7944,-1133,-193
7948,-1113,-165
7962,-1121,-161
7946,-1115,-157
7988,-1145,-163
7988,-1145,-163
8008,-1179,-217
7942,-1131,-191
7902,-1153,-197
7956,-1075,-177
7956,-1075,-221
7932,-1055,-223
7932,-1055,-223
7956,-1093,-167
7962,-1095,-233
7930,-1129,-209
7892,-1133,-255
7908,-1145,-157
7908,-1145,-157
8040,-1035,-135
8060,-1025,-191
8064,-1035,-175
8012,-1087,-133
8056,-1007,-109
8056,-1007,-109
8010,-999,-91
8030,-1033,-41
8036,-1029,-75
7996,-1021,-75
8032,-1081,-93
8032,-1081,-93
8016,-1127,-119
8036,-1125,-83
8062,-1081,-113
8048,-1103,-95
8066,-1113,-91
8066,-1113,-91
8028,-1131,-87
8024,-1097,-105
7956,-1095,-3
7952,-1117,-37
7918,-1101,-25
7918,-1101,-25
7988,-1103,-71
7956,-1115,-19
7954,-1121,-89
8026,-1143,-17
7996,-1113,-3
7996,-1113,-3
7914,-1051,-93
7922,-997,-117
7966,-1025,-111
7962,-1019,-107
7892,-1033,-83
7848,-1081,-57
7848,-1081,-57
7870,-1101,-43
7878,-1111,-75
7896,-1085,-57
7872,-1137,-71
7842,-1137,-91
7842,-1137,-91
7880,-1165,-59
7888,-1153,-75
7898,-1127,-95
7896,-1129,-137
7908,-1167,-97
7908,-1167,-97
7898,-1155,-99
7836,-1181,-83
7806,-1155,-113
7800,-1141,-131
7800,-1141,-131
7802,-1157,-121
7832,-1157,-121
7830,-1143,-55
7838,-1131,-87
7836,-1123,-71
7836,-1123,-71
7868,-1205,-207
7834,-1215,-195
7816,-1177,-145
7864,-1161,-97
7882,-1155,-87
7828,-1179,-139
7828,-1179,-139
7880,-1151,-131
7878,-1101,-53
7874,-1129,-119
7912,-1133,-101
7942,-1129,-119
7888,-1109,-145
7888,-1109,-145
7894,-1117,-131
7890,-1143,-99
7912,-1171,-55
7864,-1201,-101
7864,-1163,-153
7864,-1163,-153
7904,-1207,-221
7860,-1177,-153
7838,-1149,-243
7812,-1089,-189
7830,-1097,-159
7840,-1095,-179
7840,-1095,-179
7840,-1055,-219
7806,-1049,-163
7826,-1089,-107
7928,-1183,-193
7892,-1203,-145
7864,-1227,-109
7864,-1227,-109
7918,-1191,-177
7892,-1185,-187
7860,-1183,-169
7908,-1165,-165
7926,-1157,-137
7926,-1157,-137
7918,-1165,-199
7932,-1171,-215
7940,-1205,-199
7906,-1153,-215
7924,-1153,-189
7924,-1153,-189
7984,-1153,-163
7958,-1131,-145
7900,-1153,-121
7942,-1133,-179
7956,-1115,-173
7944,-1131,-145
7892,-1131,-101
7894,-1137,-81
7894,-1137,-81
7950,-1097,-103
7910,-1107,-129
7930,-1081,-147
7916,-1107,-97
7900,-1099,-139
7916,-1171,-143
7954,-1147,-83
7930,-1105,-131
7900,-1125,-93
7926,-1117,-87
7920,-1137,-97
7920,-1137,-97
7916,-1129,-61
7914,-1175,-97
7936,-1153,-71
8026,-1223,-177
7984,-1201,-191
7978,-1177,-125
7978,-1177,-125
8012,-1187,-207
8026,-1175,-153
8020,-1139,-139
7978,-1139,-157
8010,-1105,-181
8010,-1105,-181
7918,-1109,-101
7960,-1083,-87
7938,-1069,-137
7924,-1073,-91
7902,-1079,-113
7926,-1163,-55
7926,-1163,-55
7916,-1143,-37
7908,-1163,-71
7900,-1161,-103
7952,-1145,-103
7952,-1145,-103
7942,-1177,-41
7884,-1133,18
7866,-1139,-21
7892,-1181,-119
7876,-1187,-41
7876,-1187,-41
7880,-1153,-47
7894,-1141,-105
7902,-1115,-3
7896,-1105,72
7864,-1075,-9
7864,-1091,-61
7886,-1109,-9
7886,-1109,-9
7880,-1089,8
7878,-1045,-9
7896,-1041,-27
7938,-1081,4
7986,-1065,-15
7972,-1093,34
7990,-1127,-27
7928,-1109,-27
7970,-1127,-7
7980,-1123,-25
7980,-1123,-25
7966,-1133,-69
7994,-1147,-91
7982,-1109,2
7972,-1195,-11
7972,-1195,-11
7986,-1171,46
7980,-1175,-49
7920,-1157,-37
7950,-1169,-23
7952,-1175,-23
7952,-1175,-23
7932,-1185,-45
7944,-1193,-61
8010,-1227,16
7970,-1213,-11
7974,-1221,-129
7936,-1255,-71
7936,-1255,-71
7914,-1237,-67
7898,-1237,-51
7888,-1223,-7
7910,-1219,-67
7894,-1205,-93
7988,-1259,-65
7958,-1255,-73
7930,-1255,-115
7896,-1261,-139
7900,-1291,-127
7900,-1291,-127
7886,-1247,-173
7936,-1277,-141
7938,-1277,-163
7950,-1255,-207
7842,-1143,-129
7826,-1143,-23
7806,-1123,-57
7786,-1139,-57
7850,-1139,-81
7864,-1127,-121
7864,-1127,-121
7816,-1157,-101
7808,-1117,-35
7832,-1097,-117
7956,-1137,-111
7882,-1127,-69
7926,-1129,-51
7936,-1141,-41
7908,-1129,-85
7852,-1087,-101
7852,-1087,-101
7874,-1111,-89
7896,-1107,-35
7906,-1075,-65
7816,-1097,-135
7816,-1097,-135
7810,-1089,-87
7792,-1127,-101
7850,-1095,-109
7868,-1097,-91
7888,-1107,-85
7888,-1107,-85
7868,-1107,-75
7880,-1115,-57
7782,-1093,-5
7822,-1075,-25
7822,-1075,-25
7786,-1073,-105
7760,-1081,-69
7766,-1097,-37
7792,-1079,-13
7780,-1075,-17
7780,-1075,-17
7742,-1099,-35
7924,-1099,18
7844,-1045,-33
7784,-1049,-59
7796,-1057,-67
7854,-1069,-75
7798,-1039,-33
7798,-1039,-33
7806,-1015,-27
7820,-1037,10
7842,-1031,-25
7948,-1121,-147
7948,-1121,-147
7966,-1137,-103
7990,-1107,-71
7946,-1115,-103
7906,-1131,-187
7892,-1159,-201
7892,-1159,-201
7894,-1167,-161
7934,-1159,-167
8026,-1221,-161
8026,-1221,-161
7932,-1173,-133
7992,-1161,-185
7978,-1133,-213
7982,-1153,-153
7996,-1165,-141
7996,-1165,-141
7996,-1147,-117
7998,-1173,-71
8056,-1157,-197
8020,-1191,-277
8054,-1171,-309
8038,-1151,-219
8010,-1159,-217
8008,-1143,-233
8008,-1143,-233
8028,-1179,-271
8030,-1165,-213
8038,-1231,-229
7862,-1141,-161
7888,-1165,-161
7874,-1105,-203
7798,-1123,-207
7854,-1131,-183
7916,-1159,-167
7916,-1159,-167
7948,-1149,-145
7938,-1135,-233
7946,-1121,-141
7930,-1117,-107
7914,-1103,-157
7856,-1119,-135
7892,-1147,-77
7854,-1135,-85
7854,-1135,-85
7854,-1163,-153
7878,-1115,-97
7830,-1097,-81
7814,-1117,-103
7962,-1211,-71
7952,-1165,-85
7920,-1203,-169
7910,-1205,-89
7934,-1221,-79
7934,-1221,-79
7912,-1181,-99
7902,-1145,-91
7942,-1169,-93
7912,-1187,-97
7826,-1213,-55
7816,-1215,-69
7802,-1227,-95
7802,-1205,-83
7818,-1231,-75
7808,-1223,-159
7808,-1223,-159
7840,-1239,-93
7846,-1251,-119
7846,-1265,-125
7976,-1253,-115
7980,-1269,-147
7986,-1225,-201
7996,-1235,-155
7996,-1235,-155
8016,-1277,-101
7996,-1243,-91
8014,-1253,-71
8064,-1289,-49
8106,-1303,-61
8000,-1237,-111
7944,-1225,-71
7958,-1205,-133
7950,-1233,-93
7974,-1253,-93
7974,-1253,-93
7930,-1253,-143
7928,-1271,-159
7934,-1263,-83
7914,-1283,-101
8018,-1343,-135
7988,-1365,-123
7970,-1325,-169
7992,-1297,-199
7992,-1319,-157
8042,-1303,-153
8042,-1303,-153
8066,-1275,-145
7990,-1285,-141
7952,-1309,-147
7868,-1233,-27
7884,-1243,-79
7898,-1239,-35
7880,-1237,-123
7880,-1237,-123
7876,-1229,-55
7906,-1235,-65
7934,-1193,-73
7898,-1197,-127
7910,-1249,-67
7778,-1019,-41
7740,-1017,-83
7770,-1019,-49
7818,-1023,-93
7788,-1013,-9
7788,-1013,-9
7846,-1033,-43
7836,-1093,-63
7820,-1035,-23
7860,-1033,-79
7912,-1113,-7
7920,-1109,-95
7934,-1103,-65
7922,-1139,-67
7966,-1121,-33
7966,-1121,-35
7966,-1121,-35
7928,-1125,-65
7966,-1115,-33
7992,-1135,8
7828,-1197,-145
7886,-1183,-129
7900,-1153,-57
7898,-1123,-61
7860,-1177,-43
7838,-1225,-41
7838,-1225,-41
7856,-1207,-91
7868,-1233,-123
7844,-1199,-91
7846,-1197,-125
7846,-1197,-125
7796,-1179,-107
7826,-1211,-97
7790,-1267,-123
7748,-1237,-85
7710,-1193,-179
7710,-1193,-179
7768,-1181,-217
7766,-1185,-119
7842,-1235,-109
7830,-1183,-87
7798,-1175,-75
7806,-1227,-157
7786,-1219,-125
7786,-1219,-125
7804,-1163,-81
7776,-1135,-153
7756,-1171,-117
7742,-1181,-153
7874,-1209,-15
7872,-1209,-103
7868,-1235,-115
7876,-1225,-61
7846,-1235,-41
7848,-1239,-93
7848,-1239,-93
7824,-1199,-181
7828,-1207,-217
7820,-1225,-179
7850,-1231,-73
7850,-1231,-73
7886,-1207,-109
